source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc526,e527,2,-1,19,02181.txt,00527.txt,197,shares;index;congress;points;spending,a.m.;united;copper;72;states
doc528,e527,2,-1,19,00165.txt,00527.txt,197,final;students;police;schools;bomb,a.m.;united;copper;72;states
doc529,e527,2,-1,19,00858.txt,00527.txt,23,new;market;mark;rates;dollar,satellite;inflation;bank;cut;industry
doc53,e50,2,-1,7,01135.txt,00050.txt,197,index;point;thousand;reals;shares.,a.m.;united;copper;72;states
doc530,e527,2,-1,19,01419.txt,00527.txt,133,bell;said;fans;braves;i,p.m.;introduction;pan;asean;remarks
doc531,e527,2,-1,19,02346.txt,00527.txt,45,dell;said;quarter.;sales;year,family;ife;vastcomm;true;comsat
doc532,e527,2,-1,19,02378.txt,00527.txt,169,webber;president;meeting;crabb;mr.,blue;mfs;ladonna;juvenile;mose
doc533,e527,2,-1,19,03765.txt,00527.txt,197,swiss;traders;said.;francs;franc,a.m.;united;copper;72;states
doc534,e527,2,-1,19,02359.txt,00527.txt,133,valued;said;boeing;orders;airbus,p.m.;introduction;pan;asean;remarks
doc535,e527,2,-1,19,00649.txt,00527.txt,172,farm;new;said;deere;suit,st.;credit;box;battle;mountain
doc536,e527,2,-1,19,04455.txt,00527.txt,197,fbi;incidents;down.;crime;grew,a.m.;united;copper;72;states
doc537,e527,2,-1,19,01714.txt,00527.txt,16,work;ferris;cleaning;crime;ms.,coffee;air;cases;doctors;heart
doc538,e527,2,-1,19,01431.txt,00527.txt,25,single;mps;mr.;labour;currency,welfare;tax;capital;windows;u.n.
doc539,e527,2,-1,19,03677.txt,00527.txt,133,flights;said;sanctions;world;burundians,p.m.;introduction;pan;asean;remarks
doc54,e127,2,-1,3,03531.txt,00127.txt,172,doors;michigan;birch;prices;door,st.;credit;box;battle;mountain
doc540,e522,2,-1,20,00537.txt,00522.txt,133,hong;said;crosby;spell;mr.,p.m.;introduction;pan;asean;remarks
doc541,e522,2,-1,20,00087.txt,00522.txt,133,hong;plans;cnac;said;kong,p.m.;introduction;pan;asean;remarks
doc542,e522,2,-1,20,03724.txt,00522.txt,45,reported;said;loss;sales;baby,family;ife;vastcomm;true;comsat
doc543,e522,2,-1,20,01107.txt,00522.txt,133,home;red;sox;boston;hit,p.m.;introduction;pan;asean;remarks
doc544,e522,2,-1,20,00357.txt,00522.txt,172,cbs;new;cable;channel;channel,st.;credit;box;battle;mountain
doc545,e522,2,-1,20,01071.txt,00522.txt,172,new;mitsubishi;said;boeing;planes,st.;credit;box;battle;mountain
doc546,e522,2,-1,20,03766.txt,00522.txt,197,shares;index;jones;stock;dow,a.m.;united;copper;72;states
doc547,e522,2,-1,20,04165.txt,00522.txt,197,prolinea;personal;deskpro;introduced;compaq,a.m.;united;copper;72;states
doc548,e559,2,-1,21,03097.txt,00559.txt,133,antitrust;networks;said;doctors;physician,p.m.;introduction;pan;asean;remarks
doc549,e559,2,-1,21,00264.txt,00559.txt,169,milwaukee;hits;said;runs;kujawa,blue;mfs;ladonna;juvenile;mose
doc55,e57,2,-1,22,01003.txt,00057.txt,133,hindu;said;pilgrims;officials;people,p.m.;introduction;pan;asean;remarks
doc550,e559,2,-1,21,04375.txt,00559.txt,172,'investment-grade;said;moody''s;percentage;conseco''s',st.;credit;box;battle;mountain
doc551,e559,2,-1,21,01011.txt,00559.txt,14,ameritech;earnings;said;billion;growth,construction;deficit;swiss;french;auchan
doc552,e559,2,-1,21,01115.txt,00559.txt,22,gruma;mexico;adm;u.s.;corn,million;cattle;u.s.;gruma;pence
doc553,e522,2,-1,20,02876.txt,00522.txt,197,new;electric;auto;vehicles;industry,a.m.;united;copper;72;states
doc554,e522,2,-1,20,04459.txt,00522.txt,172,shares;million;cents;income;unicenter,st.;credit;box;battle;mountain
doc555,e559,2,-1,21,00592.txt,00559.txt,197,shares;fell;stock;cents;singapore,a.m.;united;copper;72;states
doc556,e559,2,-1,21,01593.txt,00559.txt,10,'moody''s;debt;billion;notes;senior',spread;point;d.c.;million;yields
doc557,e559,2,-1,21,02962.txt,00559.txt,9,profit;said;yen;sales;billion,mountain;budget;bikes;bike;government
doc558,e559,2,-1,21,03406.txt,00559.txt,22,shares;index;fell;said;yen,million;cattle;u.s.;gruma;pence
doc56,e50,2,-1,7,03481.txt,00050.txt,172,said;chemical;chase;bank;completed,st.;credit;box;battle;mountain
doc560,e559,2,-1,21,02510.txt,00559.txt,197,swiss;rose;holding;francs;ecco,a.m.;united;copper;72;states
doc561,e559,2,-1,21,01831.txt,00559.txt,197,shares;stock;aetna;u.s.;healthcare,a.m.;united;copper;72;states
doc562,e559,2,-1,21,00388.txt,00559.txt,45,cents;said;operating;stores;revenue,family;ife;vastcomm;true;comsat
doc563,e559,2,-1,21,01769.txt,00559.txt,197,stock;yen;ltd.;continued;vivitar,a.m.;united;copper;72;states
doc564,e559,2,-1,21,00860.txt,00559.txt,197,course.;amateur;golf;ghost;shot,a.m.;united;copper;72;states
doc565,e522,2,-1,20,03927.txt,00522.txt,133,president;allies;codi;u.s.;mr.,p.m.;introduction;pan;asean;remarks
doc566,e522,2,-1,20,01976.txt,00522.txt,197,niugini;rose;market;cents;futures,a.m.;united;copper;72;states
doc567,e527,2,-1,19,03374.txt,00527.txt,172,dye;vitro;mexican;u.s.;anchor,st.;credit;box;battle;mountain
doc568,e527,2,-1,19,01117.txt,00527.txt,172,bellsouth;said;corp.;access;internet,st.;credit;box;battle;mountain
doc569,e527,2,-1,19,03303.txt,00527.txt,14,deficit;billion;white;house;economic,construction;deficit;swiss;french;auchan
doc570,e527,2,-1,19,01094.txt,00527.txt,172,unions;membership;union;credit;bankers,st.;credit;box;battle;mountain
doc571,e559,2,-1,21,00059.txt,00559.txt,133,said;said.;francisco;crash;mr.,p.m.;introduction;pan;asean;remarks
doc572,e559,2,-1,21,04328.txt,00559.txt,172,said;airlines;25;jets;continental,st.;credit;box;battle;mountain
doc573,e559,2,-1,21,01288.txt,00559.txt,197,shares;fell;market;stock;trading,a.m.;united;copper;72;states
doc574,e559,2,-1,21,02661.txt,00559.txt,45,said;sales;caterpillar;u.s.;construction,family;ife;vastcomm;true;comsat
doc575,e559,2,-1,21,02207.txt,00559.txt,172,pacific;tourism;travel;council;china,st.;credit;box;battle;mountain
doc576,e559,2,-1,21,02110.txt,00559.txt,9,chrysler;said;cars;sales;mr.,mountain;budget;bikes;bike;government
doc577,e559,2,-1,21,00525.txt,00559.txt,25,bottenfield;patterson;b;wendell;swartzbaugh,c;loaiza;car;louis;atlanta
doc578,e559,2,-1,21,00923.txt,00559.txt,25,new;reform;tax;party;mr.,welfare;tax;capital;windows;u.n.
doc579,e559,2,-1,21,03538.txt,00559.txt,45,million;quarter;second;cs;revenue,family;ife;vastcomm;true;comsat
doc58,e81,2,-1,23,04252.txt,00081.txt,25,rbi;ritz;base;barnes;loaiza,c;loaiza;car;louis;atlanta
doc580,e559,2,-1,21,04421.txt,00559.txt,169,democrats;democratic;gop;house;mr.,blue;mfs;ladonna;juvenile;mose
doc581,e559,2,-1,21,02821.txt,00559.txt,133,refugees;said;burundi;rwanda;mr.,p.m.;introduction;pan;asean;remarks
doc582,e610,2,-1,24,04446.txt,00610.txt,197,market;jones;stock;losses;dow,a.m.;united;copper;72;states
doc583,e610,2,-1,24,01912.txt,00610.txt,133,athletes;games;said;wendi;chinese,p.m.;introduction;pan;asean;remarks
doc584,e610,2,-1,24,01260.txt,00610.txt,16,says;mental-health;records;armed;military,coffee;air;cases;doctors;heart
doc585,e610,2,-1,24,00790.txt,00610.txt,169,durham;sussex;psychology;says;mr.,blue;mfs;ladonna;juvenile;mose
doc586,e610,2,-1,24,02371.txt,00610.txt,21,says;companies;businesses;mr.;private,salmon;red;air;ball;tide
doc587,e610,2,-1,24,01587.txt,00610.txt,169,president;coup;south;korean;fear,blue;mfs;ladonna;juvenile;mose
doc588,e610,2,-1,24,04224.txt,00610.txt,45,stock;says;mr.;crescent;growth,family;ife;vastcomm;true;comsat
doc589,e610,2,-1,24,04315.txt,00610.txt,16,managers;merry;chinese;mr.;china,games;mr.;codi;rufina;derryberry
doc59,e50,2,-1,7,01540.txt,00050.txt,14,gained;rose;said;1•À_1/8;stocks,kronor;drug;shares;astra;fell
doc590,e610,2,-1,24,00242.txt,00610.txt,25,united;democratic;convention;party;\,welfare;tax;capital;windows;u.n.
doc591,e624,2,-1,25,01713.txt,00624.txt,4,mutual;funds;buy;fund;closed-end,closed-end;fund;buy;mr.;mutual
doc592,e624,2,-1,25,00364.txt,00624.txt,21,authors;games;new;firm;business,salmon;red;air;ball;tide
doc593,e624,2,-1,25,02151.txt,00624.txt,197,shares;rose;said;francs;share.,a.m.;united;copper;72;states
doc594,e624,2,-1,25,01617.txt,00624.txt,169,mose;president;said;dillon;mr.,blue;mfs;ladonna;juvenile;mose
doc595,e624,2,-1,25,02889.txt,00624.txt,133,million;said;association;society;american,p.m.;introduction;pan;asean;remarks
doc596,e624,2,-1,25,03320.txt,00624.txt,197,car;qualifying;ind.;suffered;went,a.m.;united;copper;72;states
doc597,e624,2,-1,25,00947.txt,00624.txt,16,adam;school;state;juvenile;mr.,games;mr.;codi;rufina;derryberry
doc598,e624,2,-1,25,03121.txt,00624.txt,172,'new;said;amtrol''s;amtrol;companies',st.;credit;box;battle;mountain
doc599,e624,2,-1,25,03277.txt,00624.txt,4,iraqi;said;iraq;u.s.;oil,u.s.;oil;iraqi;iraq;argentine
doc6,e13,2,-1,0,00523.txt,00013.txt,169,'we''re;bobby;derryberry;campaign;mr.',blue;mfs;ladonna;juvenile;mose
doc60,e81,2,-1,23,02534.txt,00081.txt,4,burger;japan;said.;convert;king,silver;burger;king;hsn;mr.
doc600,e624,2,-1,25,00646.txt,00624.txt,22,shares;million;said;yen;issues,million;cattle;u.s.;gruma;pence
doc601,e610,2,-1,24,01483.txt,00610.txt,172,said;company;net;sunglasses;bausch,st.;credit;box;battle;mountain
doc602,e610,2,-1,24,01669.txt,00610.txt,133,americans;payments;disability;workers;disabled,p.m.;introduction;pan;asean;remarks
doc603,e610,2,-1,24,01864.txt,00610.txt,197,seven;walked;braves;trip;double,a.m.;united;copper;72;states
doc604,e610,2,-1,24,04280.txt,00610.txt,172,said;transaction;blue;health;cross,st.;credit;box;battle;mountain
doc605,e610,2,-1,24,00902.txt,00610.txt,169,center;tax;surprising;republicans;(see:,blue;mfs;ladonna;juvenile;mose
doc606,e610,2,-1,24,04345.txt,00610.txt,169,indonesian;political;ms.;glaze;mr.,blue;mfs;ladonna;juvenile;mose
doc607,e610,2,-1,24,03777.txt,00610.txt,197,shares;index;lost;yen;issues,a.m.;united;copper;72;states
doc608,e610,2,-1,24,01196.txt,00610.txt,197,stock;jones;market;dow;stocks,a.m.;united;copper;72;states
doc609,e610,2,-1,24,00496.txt,00610.txt,169,communist;2011;communists;crabb;mr.,blue;mfs;ladonna;juvenile;mose
doc61,e80,2,-1,26,02855.txt,00080.txt,16,school;back-to-school;says;kids;like,coffee;air;cases;doctors;heart
doc611,e610,2,-1,24,02070.txt,00610.txt,172,insurer;said;court;mr.;hyland,st.;credit;box;battle;mountain
doc612,e610,2,-1,24,00082.txt,00610.txt,16,stock;board;booth;mr.;options,games;mr.;codi;rufina;derryberry
doc613,e610,2,-1,24,01048.txt,00610.txt,172,said;fiscal;operating;delta;goal,st.;credit;box;battle;mountain
doc614,e610,2,-1,24,02839.txt,00610.txt,14,shares;rose;index;kronor;kronor.,kronor;drug;shares;astra;fell
doc615,e610,2,-1,24,00982.txt,00610.txt,10,'million;yield;moody''s;debt;rated',spread;point;d.c.;million;yields
doc616,e624,2,-1,25,01448.txt,00624.txt,197,percent;crime;statewide;crimes;crime,a.m.;united;copper;72;states
doc617,e624,2,-1,25,03153.txt,00624.txt,133,open;rankings;wimbledon;no.;u.s.,p.m.;introduction;pan;asean;remarks
doc618,e624,2,-1,25,02425.txt,00624.txt,133,comic;sizemore;big;boy;mr.,p.m.;introduction;pan;asean;remarks
doc619,e624,2,-1,25,00353.txt,00624.txt,197,billy;president;codi;lock;white,a.m.;united;copper;72;states
doc62,e80,2,-1,26,02625.txt,00080.txt,133,federation;2011;bosnia;bosnian;mr.,p.m.;introduction;pan;asean;remarks
doc620,e624,2,-1,25,04351.txt,00624.txt,197,index;jones;issues;dow;stocks,a.m.;united;copper;72;states
doc621,e624,2,-1,25,04037.txt,00624.txt,197,smell;different;reported;fish;dead,a.m.;united;copper;72;states
doc622,e624,2,-1,25,04074.txt,00624.txt,169,president;codi;rule;tobacco;fda,blue;mfs;ladonna;juvenile;mose
doc623,e624,2,-1,25,02344.txt,00624.txt,172,new;stock;said;consolidated;company,st.;credit;box;battle;mountain
doc625,e624,2,-1,25,02263.txt,00624.txt,133,new;ad;agency;creates;ads,p.m.;introduction;pan;asean;remarks
doc626,e624,2,-1,25,03351.txt,00624.txt,169,marine;pc;acer;prices;mr.,blue;mfs;ladonna;juvenile;mose
doc627,e624,2,-1,25,04437.txt,00624.txt,197,barrier;trujillo;2011;average;1000,a.m.;united;copper;72;states
doc628,e624,2,-1,25,00252.txt,00624.txt,169,dallas;cowboys;play;jon;jon,blue;mfs;ladonna;juvenile;mose
doc629,e624,2,-1,25,02417.txt,00624.txt,12,palestinians;bivins;bank;west;mr.,mr.;research;iranian;elections;government
doc63,e80,2,-1,26,00725.txt,00080.txt,45,'new;market;tambrands'';says;mr.',family;ife;vastcomm;true;comsat
doc630,e686,2,-1,27,02335.txt,00686.txt,172,anita;new;santa;colony;people,st.;credit;box;battle;mountain
doc631,e686,2,-1,27,02966.txt,00686.txt,197,television;political;conventions;convention;soap,a.m.;united;copper;72;states
doc632,e686,2,-1,27,01455.txt,00686.txt,172,leasing;new;said;order;ge,st.;credit;box;battle;mountain
doc633,e624,2,-1,25,03031.txt,00624.txt,7,index;said;survey;consumer;july,fell;homes;construction;home;building
doc634,e624,2,-1,25,01285.txt,00624.txt,169,president;dunk;company;says;mr.,blue;mfs;ladonna;juvenile;mose
doc635,e624,2,-1,25,00022.txt,00624.txt,25,rbi;g;maddux;plesac;lieber,c;loaiza;car;louis;atlanta
doc636,e624,2,-1,25,01118.txt,00624.txt,169,roberto;san;america;republican;bridge,blue;mfs;ladonna;juvenile;mose
doc637,e665,2,-1,28,03781.txt,00665.txt,197,florida;texas;state;tech;(0-0),a.m.;united;copper;72;states
doc638,e665,2,-1,28,04309.txt,00665.txt,25,minnesota;td;yards;detroit;yards,c;loaiza;car;louis;atlanta
doc639,e624,2,-1,25,01475.txt,00624.txt,169,said;locality;increase;pay;mr.,blue;mfs;ladonna;juvenile;mose
doc64,e80,2,-1,26,00640.txt,00080.txt,197,index;million;fell;stock;gold,a.m.;united;copper;72;states
doc640,e624,2,-1,25,02458.txt,00624.txt,25,democrats;new;codi;party;mr.,welfare;tax;capital;windows;u.n.
doc641,e644,2,-1,29,03699.txt,00644.txt,25,s;mcclelland;alomar;ogea;m,c;loaiza;car;louis;atlanta
doc642,e644,2,-1,29,03977.txt,00644.txt,10,industrials;market;rates;dow;bull,cable;dealers;nasdaq;printer;tax
doc643,e644,2,-1,29,03286.txt,00644.txt,197,comic;collar;convention;dog;coat,a.m.;united;copper;72;states
doc645,e644,2,-1,29,03369.txt,00644.txt,172,grupo;new;company;aetna;financiero,st.;credit;box;battle;mountain
doc646,e644,2,-1,29,01434.txt,00644.txt,169,clark;san;second;start;got,blue;mfs;ladonna;juvenile;mose
doc647,e644,2,-1,29,00802.txt,00644.txt,23,'germany''s;german;mark;economic;municipalities',satellite;inflation;bank;cut;industry
doc648,e644,2,-1,29,01526.txt,00644.txt,14,marks;sales;billion;daimler-benz;year,construction;deficit;swiss;french;auchan
doc649,e644,2,-1,29,02133.txt,00644.txt,25,new;reform;ukraine;ukrainians;monetary,welfare;tax;capital;windows;u.n.
doc65,e80,2,-1,26,03907.txt,00080.txt,25,prince;queen;royal;constitutional;members,welfare;tax;capital;windows;u.n.
doc650,e644,2,-1,29,04342.txt,00644.txt,14,index;billion;companies;points;kronor,kronor;drug;shares;astra;fell
doc651,e644,2,-1,29,00782.txt,00644.txt,23,jobs;rate;rates;dollar;u.s.,satellite;inflation;bank;cut;industry
doc652,e644,2,-1,29,01623.txt,00644.txt,169,rouge;choi;government;khmer;mr.,blue;mfs;ladonna;juvenile;mose
doc653,e665,2,-1,28,01500.txt,00665.txt,172,said;european;legislation;sanctions;house,st.;credit;box;battle;mountain
doc654,e644,2,-1,29,04420.txt,00644.txt,169,said;speak;derryberry;black;mr.,blue;mfs;ladonna;juvenile;mose
doc655,e665,2,-1,28,03494.txt,00665.txt,45,'satellite;said;comsat;comsat''s;mr.',family;ife;vastcomm;true;comsat
doc656,e665,2,-1,28,00854.txt,00665.txt,172,'stock;company;boatmen''s;bank;nationsbank',st.;credit;box;battle;mountain
doc657,e665,2,-1,28,04439.txt,00665.txt,169,paris;polka;mrs.;dance;mr.,blue;mfs;ladonna;juvenile;mose
doc658,e665,2,-1,28,02183.txt,00665.txt,197,conditions;said;confidence;consumer;business,a.m.;united;copper;72;states
doc659,e665,2,-1,28,03395.txt,00665.txt,172,needs;intellectual;property;economic;chinese,st.;credit;box;battle;mountain
doc66,e80,2,-1,26,03211.txt,00080.txt,23,analysts;mark;franc;french;currency,satellite;inflation;bank;cut;industry
doc660,e665,2,-1,28,01765.txt,00665.txt,45,earnings;rose;said;consumer;credit,family;ife;vastcomm;true;comsat
doc661,e665,2,-1,28,01761.txt,00665.txt,197,70;71;72;73;74,a.m.;united;copper;72;states
doc662,e665,2,-1,28,03893.txt,00665.txt,16,federal;florida;state;says;inspection,coffee;air;cases;doctors;heart
doc663,e665,2,-1,28,00060.txt,00665.txt,133,said;smith;tackle;knee;preseason,p.m.;introduction;pan;asean;remarks
doc664,e665,2,-1,28,02111.txt,00665.txt,197,cents;gold;rand;low;trading,a.m.;united;copper;72;states
doc666,e665,2,-1,28,00138.txt,00665.txt,7,time;support;said;service;owners,chicago;web;direct;just;new
doc667,e665,2,-1,28,02053.txt,00665.txt,14,pesetas;billion;bank;year;net,construction;deficit;swiss;french;auchan
doc668,e665,2,-1,28,03281.txt,00665.txt,169,cnbc;said;hames;review;mr.,blue;mfs;ladonna;juvenile;mose
doc669,e624,2,-1,25,00930.txt,00624.txt,197,stock;said;cents;autodesk;share,a.m.;united;copper;72;states
doc67,e80,2,-1,26,01722.txt,00080.txt,133,cotton;bollgard;says;seeds;monsanto,p.m.;introduction;pan;asean;remarks
doc670,e665,2,-1,28,03279.txt,00665.txt,197,technology;cisco;switching;mr.;granite,a.m.;united;copper;72;states
doc671,e665,2,-1,28,02419.txt,00665.txt,169,neely;said;service;internet;mr.,blue;mfs;ladonna;juvenile;mose
doc672,e665,2,-1,28,00030.txt,00665.txt,133,commodity;internet;mr.;trading;cftc,p.m.;introduction;pan;asean;remarks
doc673,e665,2,-1,28,00610.txt,00665.txt,172,ernst;madrid;coopers;lybrand;young,st.;credit;box;battle;mountain
doc674,e707,2,-1,30,00512.txt,00707.txt,197,shares;million;pesetas;billion;u.s.,a.m.;united;copper;72;states
doc675,e665,2,-1,28,03071.txt,00665.txt,197,'march;stock;rights;bank''s;2011',a.m.;united;copper;72;states
doc676,e665,2,-1,28,04287.txt,00665.txt,172,cents;cash;share;million;sale,st.;credit;box;battle;mountain
doc677,e686,2,-1,27,00597.txt,00686.txt,12,said;state;bank;mr.;victorina,mr.;research;iranian;elections;government
doc678,e686,2,-1,27,04200.txt,00686.txt,172,chrysler;manager;said;management;mr.,st.;credit;box;battle;mountain
doc679,e686,2,-1,27,00142.txt,00686.txt,9,said;yen;sales;billion;spokesman,mountain;budget;bikes;bike;government
doc68,e80,2,-1,26,00698.txt,00080.txt,3,reports;said;vehicle;2011;consumer,said;isuzu;advertising;ad;consumer
doc680,e686,2,-1,27,01183.txt,00686.txt,172,mining;said;arequipa;barrick;gold,st.;credit;box;battle;mountain
doc681,e686,2,-1,27,03273.txt,00686.txt,172,bell;services;said;bay;lucent,st.;credit;box;battle;mountain
doc682,e686,2,-1,27,03306.txt,00686.txt,172,'energy''s;shady;box;tommie;energy',st.;credit;box;battle;mountain
doc683,e686,2,-1,27,03795.txt,00686.txt,169,st.;antarctica;said;airlines;mr.,blue;mfs;ladonna;juvenile;mose
doc684,e686,2,-1,27,03918.txt,00686.txt,9,bike;mountain;bikes;sales;bicycle,mountain;budget;bikes;bike;government
doc685,e686,2,-1,27,02420.txt,00686.txt,172,birmingham;2011;says;corp.;banks,st.;credit;box;battle;mountain
doc687,e686,2,-1,27,02361.txt,00686.txt,169,president;said;codi;party;mr.,blue;mfs;ladonna;juvenile;mose
doc688,e686,2,-1,27,01578.txt,00686.txt,169,president;week;marching;taking;voters,blue;mfs;ladonna;juvenile;mose
doc689,e686,2,-1,27,02890.txt,00686.txt,10,'million;moody''s;notes;ratings;sold',spread;point;d.c.;million;yields
doc69,e76,2,-1,31,00980.txt,00076.txt,172,said;crouch;chemical;offer;mr.,st.;credit;box;battle;mountain
doc690,e686,2,-1,27,00262.txt,00686.txt,10,dealers;market;sec;nasdaq;rules,cable;dealers;nasdaq;printer;tax
doc691,e686,2,-1,27,02006.txt,00686.txt,169,said;2011;good;derryberry;mr.,blue;mfs;ladonna;juvenile;mose
doc692,e686,2,-1,27,02434.txt,00686.txt,197,just;6-2;6-4;felts;hood,a.m.;united;copper;72;states
doc693,e686,2,-1,27,01583.txt,00686.txt,133,said;year;no.;game;conference,p.m.;introduction;pan;asean;remarks
doc694,e686,2,-1,27,01890.txt,00686.txt,172,holdings;presstek;money;2011;cabot,st.;credit;box;battle;mountain
doc695,e707,2,-1,30,02904.txt,00707.txt,172,pudong;officials;government;foreign;shanghai,st.;credit;box;battle;mountain
doc696,e686,2,-1,27,03805.txt,00686.txt,14,auchan;france;francs;french;docks,construction;deficit;swiss;french;auchan
doc697,e686,2,-1,27,02925.txt,00686.txt,12,index;stock;jones;market;dow,shares;prices;rose;index;market
doc698,e686,2,-1,27,02831.txt,00686.txt,169,tax;cut;derryberry;economic;mr.,blue;mfs;ladonna;juvenile;mose
doc699,e686,2,-1,27,00620.txt,00686.txt,133,just;said.;baltimore;orioles;homers,p.m.;introduction;pan;asean;remarks
doc7,e13,2,-1,0,02987.txt,00013.txt,169,san;said;i;lead;giants,blue;mfs;ladonna;juvenile;mose
doc70,e80,2,-1,26,01084.txt,00080.txt,25,fares;tax;airlines;10%;increase,welfare;tax;capital;windows;u.n.
doc700,e707,2,-1,30,00344.txt,00707.txt,23,swiss;dollar;ended;u.s.;trading,satellite;inflation;bank;cut;industry
doc701,e707,2,-1,30,03808.txt,00707.txt,169,said;russian;mr.;chechen;military,blue;mfs;ladonna;juvenile;mose
doc702,e707,2,-1,30,04259.txt,00707.txt,172,home;property;english;house;country,st.;credit;box;battle;mountain
doc703,e707,2,-1,30,02329.txt,00707.txt,169,president;said;news;crabb;mr.,blue;mfs;ladonna;juvenile;mose
doc704,e707,2,-1,30,02498.txt,00707.txt,197,sector;rose;market;stock;dow,a.m.;united;copper;72;states
doc705,e707,2,-1,30,00575.txt,00707.txt,25,protection;flood;vast;people;river,welfare;tax;capital;windows;u.n.
doc706,e707,2,-1,30,00174.txt,00707.txt,22,shares;index;fell;said;yen,million;cattle;u.s.;gruma;pence
doc708,e707,2,-1,30,02964.txt,00707.txt,133,western;foreign;burma;asean;china,p.m.;introduction;pan;asean;remarks
doc709,e747,2,-1,32,00440.txt,00747.txt,169,stock;report;says;haywood;mr.,blue;mfs;ladonna;juvenile;mose
doc71,e80,2,-1,26,02326.txt,00080.txt,197,fell;index;jones;stock;dow,a.m.;united;copper;72;states
doc710,e721,2,-1,33,03106.txt,00721.txt,169,said;russian;grozny;mr.;troops,blue;mfs;ladonna;juvenile;mose
doc711,e721,2,-1,33,03380.txt,00721.txt,172,operating;apple;macintosh;talks;people,st.;credit;box;battle;mountain
doc712,e721,2,-1,33,03145.txt,00721.txt,172,'resources;campbell''s;said;campbell;company',st.;credit;box;battle;mountain
doc713,e721,2,-1,33,03293.txt,00721.txt,9,budget;fiscal;billion;year;government,mountain;budget;bikes;bike;government
doc714,e721,2,-1,33,04399.txt,00721.txt,133,dealer;gm;new;mr.;alvera,p.m.;introduction;pan;asean;remarks
doc715,e721,2,-1,33,00409.txt,00721.txt,133,malcom;maybe;bivins;big;mr.,p.m.;introduction;pan;asean;remarks
doc716,e721,2,-1,33,02310.txt,00721.txt,16,american;greetings;says;card;cards,coffee;air;cases;doctors;heart
doc717,e721,2,-1,33,04156.txt,00721.txt,133,sex;new;ms.;like;women,p.m.;introduction;pan;asean;remarks
doc718,e721,2,-1,33,04099.txt,00721.txt,197,'investors;taiwan;taiwan''s;government;china',a.m.;united;copper;72;states
doc719,e721,2,-1,33,01178.txt,00721.txt,14,profit;rose;billion;year;kronor,kronor;drug;shares;astra;fell
doc72,e81,2,-1,23,01239.txt,00081.txt,25,billy;real;president;democrats;codi,welfare;tax;capital;windows;u.n.
doc720,e721,2,-1,33,03780.txt,00721.txt,133,tax;minimum;codi;gop;mr.,p.m.;introduction;pan;asean;remarks
doc722,e721,2,-1,33,03679.txt,00721.txt,7,fame;vj;life;2011;sailor,p.m.;july;august;june;salcido
doc723,e721,2,-1,33,02423.txt,00721.txt,169,president;new;tax;codi;house,blue;mfs;ladonna;juvenile;mose
doc724,e721,2,-1,33,00303.txt,00721.txt,45,million;cents;said;eds;share,family;ife;vastcomm;true;comsat
doc725,e721,2,-1,33,02528.txt,00721.txt,133,'jona;said;saturday;team;it''s',p.m.;introduction;pan;asean;remarks
doc726,e721,2,-1,33,01485.txt,00721.txt,172,million;sales;year;avon;china,st.;credit;box;battle;mountain
doc727,e721,2,-1,33,03870.txt,00721.txt,169,activists;president;convention;campaign;like,blue;mfs;ladonna;juvenile;mose
doc728,e721,2,-1,33,02910.txt,00721.txt,172,maxwell;max;cosmetics;brand;p&g,st.;credit;box;battle;mountain
doc729,e721,2,-1,33,01371.txt,00721.txt,21,draft;tourism;government;foreign;burma,salmon;red;air;ball;tide
doc73,e80,2,-1,26,03769.txt,00080.txt,169,president;million;values;codi;cuts,blue;mfs;ladonna;juvenile;mose
doc730,e721,2,-1,33,03378.txt,00721.txt,172,airports;sri;malaysia;tan;tajudin,st.;credit;box;battle;mountain
doc731,e721,2,-1,33,01069.txt,00721.txt,7,six-month;yield;cds;five-year;average,fell;homes;construction;home;building
doc732,e721,2,-1,33,00111.txt,00721.txt,169,just;new;houck;says;mr.,blue;mfs;ladonna;juvenile;mose
doc733,e721,2,-1,33,03302.txt,00721.txt,169,firm;lawyers;trial;mr.;contributions,blue;mfs;ladonna;juvenile;mose
doc734,e721,2,-1,33,01095.txt,00721.txt,169,kimsey;said;american;mcgregor;mr.,blue;mfs;ladonna;juvenile;mose
doc735,e721,2,-1,33,00135.txt,00721.txt,197,'process'''';recreation;long;used;vastopolis',a.m.;united;copper;72;states
doc736,e721,2,-1,33,03874.txt,00721.txt,45,rose;cents;credit-card;net;million,family;ife;vastcomm;true;comsat
doc737,e721,2,-1,33,03888.txt,00721.txt,197,shares;said;sales;renault;francs,a.m.;united;copper;72;states
doc738,e721,2,-1,33,02393.txt,00721.txt,172,'satellite;china''s;said;industry;long',st.;credit;box;battle;mountain
doc739,e721,2,-1,33,01286.txt,00721.txt,197,allowed;double-a;northville;remove;barnette,a.m.;united;copper;72;states
doc74,e77,2,-1,34,00040.txt,00077.txt,197,rose;points;thousand;reals;shares.,a.m.;united;copper;72;states
doc740,e721,2,-1,33,00748.txt,00721.txt,197,shares;circon;said;surgical;u.s.,a.m.;united;copper;72;states
doc741,e721,2,-1,33,00194.txt,00721.txt,169,mose;president;codi;white;mr.,blue;mfs;ladonna;juvenile;mose
